20141108000000.000,TGT,76.8877891691,83.947199393,74.9049970907,75.8963931299
20141108000000.001,INTC,98.4816342639,111.906503628,95.8753272607,97.1784807623
20141108000000.002,HPQ,44.2108547514,48.7641153755,30.88688724,37.5488709957
20141108000000.003,A,98.2002856764,107.432562949,88.4507641911,102.816424313
20141108000000.004,HOG,92.1608181601,108.830943516,91.6949491856,91.9278836729
20141108000000.005,TGT,96.1914042031,99.7150457147,76.5296366392,97.9532249589
20141108000000.006,AAPL,41.2184613944,47.4997029923,39.3612559139,40.2898586542
20141108000000.007,TXN,50.3711227052,61.3330530277,34.7701709785,42.5706468418
20141108000000.008,C,52.361694418,56.9921151262,39.1897299472,54.6769047721
20141108000000.009,WMT,90.8603945999,100.024490771,84.9842558865,87.9223252432
20141108000000.010,C,53.0269862445,53.265869003,33.342137764,43.1845620043
20141108000000.011,MMM,35.2495225963,51.1183820401,29.4079485507,43.1839523182
20141108000000.012,HNZ,44.3697547831,57.0210837862,26.7681282474,50.6954192846
20141108000000.013,GOOG,54.3180128455,69.6259615384,48.4697811189,51.3938969822
20141108000000.014,BRKA,91.0093910838,108.360560108,75.9058201049,99.6849755957
20141108000000.015,C,92.4715338721,100.765187718,77.1524001837,84.8119670279
20141108000000.016,INTC,71.3585185218,81.0824598194,68.0468629857,76.2204891706
20141108000000.017,HOG,57.764079171,77.4786316776,39.3879472156,67.6213554243
20141108000000.018,A,90.226313875,97.0984949031,86.205396891,93.6624043891
20141108000000.019,AAPL,39.3283601733,43.5146182743,33.9745686099,36.6514643916
20141108000000.020,MSFT,74.2250521007,89.5493232353,71.0494383465,81.887187668
20141108000000.021,KO,41.7974741457,56.1641627585,32.0237355708,36.9106048583
20141108000000.022,KO,73.4238357946,76.303588723,68.6734526333,74.8637122588
20141108000000.023,INTC,60.7084700933,76.3905765978,51.1504747191,68.5495233455
20141108000000.024,HNZ,84.1929881666,101.724026071,84.1304423823,84.1617152745
20141108000000.025,WAG,99.6650278742,117.449891126,87.5444260321,108.5574595
20141108000000.026,AAPL,79.0228794056,93.3817127839,59.0379350504,69.030407228
20141108000000.027,HOG,90.6347932054,94.9172622589,74.7433568235,92.7760277321
20141108000000.028,GOOG,30.6171240332,42.2665038805,11.9329973336,36.4418139568
20141108000000.029,BAC,68.1600264832,71.1696156299,49.6885300094,69.6648210565
20141108000000.030,KO,80.7612099467,96.041384921,66.9289627821,73.8450863644
20141108000000.031,KO,46.5179793091,52.7749808286,44.3550588855,49.6464800688
20141108000000.032,WMT,63.9758451309,67.5996598839,51.645890892,57.8108680115
20141108000000.033,KO,49.9540704394,66.4466276863,34.6535217277,42.3037960835
20141108000000.034,HNZ,41.8752569213,58.3915498894,37.353144721,39.6142008212
20141108000000.035,AAPL,81.6349004799,98.7647596729,65.5322845091,90.1998300764
20141108000000.036,BAC,63.5102347853,73.6642738538,54.7336176308,68.5872543195
20141108000000.037,MMM,79.4063157449,95.4827488261,60.5156646985,87.4445322855
20141108000000.038,HOG,88.3400735398,101.946176167,69.0126777274,78.6763756336
20141108000000.039,MMM,66.1136105492,73.5849693826,61.8319178269,69.8492899659
20141108000000.040,MMM,58.7283556333,73.5515728207,44.8028898405,51.7656227369
20141108000000.041,WMT,61.3581517341,78.6643485526,57.5770499938,70.0112501433
20141108000000.042,MSFT,86.158575603,87.3517766771,69.8288195169,77.9936975599
20141108000000.043,MSFT,32.0941572802,36.7725050555,17.051404658,34.4333311679
